variable;value;type;definition;source;comments
socass_qc_assets_couple;2500;float;;http://legisquebec.gouv.qc.ca/fr/pdf/cr/A-13.1.1,%20R.%201.pdf;liquid assets not considered
socass_qc_assets_single;1500;float;;;
socass_qc_base_single;8280;float;;;Inclut ajustement a la prestation de base de 35 dollars
socass_qc_base_couple;12588;float;;;
socass_qc_temp_single;1656;float;;;
socass_qc_temp_couple;2868;float;;;
socass_qc_temp_child_age;4;float;;;
socass_qc_temp_elder_age;58;float;;;
socass_qc_ajust_single;600;float;;;
socass_qc_ajust_single_kid;1299.96;float;;;
socass_qc_ajust_kid;624.96;float;;;
socass_qc_ajust_kid1;1293;float;;;
socass_qc_ajust_kid2;1086.96;float;;;
socass_qc_ajust_kid3;1008.96;float;;;
socass_qc_ajust_kid12_12yp;102.96;float;;; 12ans et plus
socass_qc_reductionrate;1;float;;;
socass_qc_exemption_single;2400;float;;;
socass_qc_exemption_couple;3600;float;;https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/travail-emploi-solidarite-sociale/publications-adm/autres/FI_indexation_aide_sociale_VF.pdf?1576871495;
socass_qc_mono_adult_kid1;1640.04;float;;legisquebec.gouv.qc.ca;article 74
socass_qc_mono_adult_kid2;1452;float;;legisquebec.gouv.qc.ca;article 74
socass_qc_couple_adult_kid1;1452;float;;legisquebec.gouv.qc.ca;article 74
socass_qc_couple_adult_kid2;1152;float;;legisquebec.gouv.qc.ca;article 74
socass_qc_ajust_adult_sec_kid1;3177;float;;legisquebec.gouv.qc.ca;article 75
socass_qc_ajust_adult_sec_kid2;2970.96;float;;legisquebec.gouv.qc.ca;article 75
socass_qc_ajust_adult_sec_kid3;2973;float;;legisquebec.gouv.qc.ca;article 75
socass_qc_ajust_adult_dis_kid;2376;float;;legisquebec.gouv.qc.ca;article 75
socass_qc_ajust_post_sec;1200;float;;legisquebec.gouv.qc.ca;article 78
socass_qc_alimony;4200;float;;legisquebec.gouv.qc.ca;article 111
socass_on_assets_couple;15000;float;;https://www.mcss.gov.on.ca/en/mcss/programs/social/directives/index.aspx;
socass_on_assets_single;10000;float;;;
socass_on_assets_kid;500;float;;;
socass_on_exempt;2400;float;;;
socass_on_exempt_rate;0.5;float;;;
socass_on_couple_no_dep18;6096;float;;https://www.ontario.ca/laws/regulation/980134/v107;2019 numbers indexed at 1,9%
socass_on_couple_1dep18;8046;float;;;
socass_on_couple_2dep18;10192;float;;;
socass_on_add_dep18;178;float;;;
socass_on_single_no_dep18_kid;4237;float;;;
socass_on_single_no_dep18;4445;float;;;
socass_on_single_1dep18;7691;float;;;
socass_on_single_2dep18;9642;float;;;
socsol_qc_assets_single;2500;float;;legisQuébec Règlement sur l’aide aux personnes et aux familles;article 163
socsol_qc_assets_couple;5000;float;;legisQuébec Règlement sur l’aide aux personnes et aux familles;article 163
socsol_qc_base_single;13056;float;;legisQuébec Règlement sur l’aide aux personnes et aux familles;article 156 + article 157.1 alinéa 1
socsol_qc_base_couple;19152;float;;legisQuébec Règlement sur l’aide aux personnes et aux familles;article 156 + article 157.1 alinéa 1
socsol_qc_ltss_single;14520;float;;legisQuébec Règlement sur l’aide aux personnes et aux familles;article 156 + article 157.1 alinéa 2
socsol_qc_ltss_couple;19776;float;;legisQuébec Règlement sur l’aide aux personnes et aux familles;article 156 + article 157.1 alinéa 2
socsol_qc_exemption_single;1200;float;;legisQuébec Règlement sur l’aide aux personnes et aux familles;article 162
socsol_qc_exemption_couple;1200;float;;legisQuébec Règlement sur l’aide aux personnes et aux familles;article 162
socsol_qc_couple_adult_kid1;1560;float;;legisQuébec Règlement sur l’aide aux personnes et aux familles;article 158
socsol_qc_couple_adult_kid2;1224;float;;legisQuébec Règlement sur l’aide aux personnes et aux familles;article 158
