bracket1;0.0
bracket2;31984.0
bracket3;63969.0
bracket4;0.0
bracket5;0.0
bracket6;0.0
bracket7;0.0
bracket8;0.0
nrtc_age;65.0
nrtc_age_base;28019.0
nrtc_age_bonus;0.0
nrtc_age_max;3764.0
nrtc_basic;7708.0
nrtc_pension_max;1000.0
nrtc_rate;0.09799999743700027
nrtc_single;0.0
nrtc_empl;0.0
nrtc_child;1200.0
nrtc_disabled;6890.0
nrtc_dep_base;0.0
nrtc_dep_inc_redrate;0.0
rate1;0.09799999743700027
rate2;0.1379999965429306
rate3;0.16699999570846558
rate4;0.0
rate5;0.0
rate6;0.0
rate7;0.0
rate8;0.0
surtax1;12500.0
surtax2;0.0
surtax3;0.0
surtaxrate1;0.10000000149011612
surtaxrate2;0.0
surtaxrate3;0.0
taxred;350.0
taxred_clawbackrate;0.05000000074505806
taxred_clawbackstart;17000.0
taxred_supp_clawinrate;0.0
taxred_supp_clawinstart;0.0
taxred_supp_max;0.0
taxred_redstop;0.0
taxred_defn;1.0
taxred_spouse;350.0
taxred_bracket1;0.0
taxred_bracket2;0.0
taxred_bracket3;0.0
taxred_rate1;0.0
taxred_rate2;0.0
taxred_rate3;0.0
taxred_max;0.0
dividendsincrease;1.3799999952316284
dividendscreditrate;0.10499999672174454
ei_contr_rate;0.018799999728798866
ei_contr_max;50800.0
rap_contr_rate;0.0
rap_contr_max;0.0
wps;0.0
taxred_ch_handdep;0.0
inc_split_max;0.0
nrtc_spouse;7201.0
nrtc_depend;6923.0
nrtc_spouse_max;6546.0
nrtc_depend_max;6294.0
inc_split_partner_base;0.0
taxred_clawbackstart_fam;0.0
base1;0.0
base2;3134.431884765625
base3;7548.36181640625
base4;0.0
base5;0.0
base6;0.0
base7;0.0
base8;0.0
n_bracket;3.0
n_surtaxes;1.0
